feature,nominated_best_picture,won_best_picture,num_of_awards
keyword=trapeze,0.026261792,0.073505855,0.016192947
keyword=adult entertainment industry,-0.004519277,-0.001780611,-0.003503954
keyword=loosely based on historical events,-0.004519277,-0.001780611,-0.003503954
keyword=sierra leone,-0.004519277,-0.001780611,-0.003503954
keyword=phony accent,0.041655563,-0.001780611,-0.003503954
keyword=based on stage musical based on stage play,-0.004519277,-0.001780611,0.011449065
keyword=delusional depression,-0.004519277,-0.001780611,-0.003503954
keyword=hockey,-0.010109217,-0.003983068,-0.007838032
keyword=twin sisters,-0.004519277,-0.001780611,-0.003503954
keyword=arctic,-0.007829091,-0.00308469,-0.00607017
keyword=mumbai riots,-0.004519277,-0.001780611,-0.003503954
keyword=gross out humor,-0.004519277,-0.001780611,-0.003503954
keyword=tied to a tree,-0.004519277,-0.001780611,-0.003503954
keyword=suspension bridge,-0.004519277,-0.001780611,-0.003503954
keyword=villain arrested,-0.007829091,-0.00308469,-0.00607017
keyword=girl group,-0.004519277,-0.001780611,-0.003503954
keyword=russian spy,-0.004519277,-0.001780611,-0.003503954
keyword=based on a true story,-0.004519277,-0.001780611,-0.003503954
keyword=christ figure,-0.004519277,-0.001780611,-0.003503954
keyword=orphan,0.007225648,0.013905533,0.023777877
keyword=sphere,-0.007829091,-0.00308469,-0.00607017
keyword=spartan,-0.006391824,-0.002518402,-0.004955806
keyword=baseball scout,-0.004519277,-0.001780611,-0.003503954
keyword=rainbow,0.026261792,-0.002518402,-0.004955806
keyword=casablanca morocco,0.041655563,0.105723803,0.041355104
keyword=tooth knocked out,-0.004519277,-0.001780611,-0.003503954
keyword=enema,-0.004519277,-0.001780611,-0.003503954
keyword=aspiring actor,-0.006391824,-0.002518402,-0.004955806
keyword=cook,0.003545163,-0.005039651,-0.004627038
keyword=disco,-0.004519277,-0.001780611,-0.003503954
keyword=champion,0.026261792,-0.002518402,0.016192947
keyword=censorship,-0.004519277,-0.001780611,-0.003503954
keyword=island name in title,-0.004519277,-0.001780611,-0.003503954
keyword=lifted by the throat,-0.004519277,-0.001780611,0.011449065
keyword=convention,-0.007829091,-0.00308469,-0.00607017
keyword=governor,0.022960987,0.035942099,0.013343787
keyword=blond boy,-0.004519277,-0.001780611,-0.003503954
keyword=drifting,-0.004519277,-0.001780611,-0.003503954
keyword=cobbler,-0.004519277,-0.001780611,-0.003503954
keyword=standing on the roof of a car,-0.004519277,-0.001780611,-0.003503954
keyword=hatchet,-0.007829091,-0.00308469,-0.00607017
keyword=michael myers,-0.013568051,-0.005345861,-0.010519787
keyword=detective inspector,-0.004519277,-0.001780611,-0.003503954
keyword=pursuit,0.026261792,-0.002518402,0.016192947
keyword=sasquatch,-0.004519277,-0.001780611,-0.003503954
keyword=resort town,-0.004519277,-0.001780611,-0.003503954
keyword=broken leg,-0.004519277,-0.001780611,-0.003503954
keyword=brunette,-0.006391824,-0.002518402,-0.004955806
keyword=male bonding,-0.007829091,-0.00308469,-0.00607017
keyword=israel,0.018834985,-0.00308469,-0.00607017
keyword=betrayal,-0.005588159,-0.006905384,-0.009722724
keyword=cartoon on tv,-0.016930314,-0.006670605,-0.013126669
keyword=movie making,-0.004519277,-0.001780611,-0.003503954
keyword=escaped convict,-0.009041107,-0.003562229,-0.007009888
keyword=retired actress,-0.004519277,-0.001780611,-0.003503954
keyword=talking on a rooftop,-0.004519277,-0.001780611,-0.003503954
keyword=sex in public,-0.004519277,-0.001780611,-0.003503954
keyword=race relations,0.026261792,0.073505855,0.026767324
keyword=undercover spy,-0.004519277,-0.001780611,-0.003503954
keyword=self confidence,-0.004519277,-0.001780611,-0.003503954
keyword=grateful dead,-0.004519277,-0.001780611,-0.003503954
keyword=sparkler,-0.004519277,-0.001780611,-0.003503954
keyword=sexual desire,-0.004519277,-0.001780611,-0.003503954
keyword=repeated scene,-0.004519277,-0.001780611,-0.003503954
keyword=hit squad,-0.004519277,-0.001780611,-0.003503954
keyword=walking dead,-0.004519277,-0.001780611,-0.003503954
keyword=foundry,-0.004519277,-0.001780611,-0.003503954
keyword=anthropomorphism,-0.004519277,-0.001780611,-0.003503954
keyword=hands tied,-0.004519277,-0.001780611,-0.003503954
keyword=substance abuse,-0.006391824,-0.002518402,-0.004955806
keyword=mute character,-0.004519277,-0.001780611,-0.003503954
keyword=first daughter,-0.006391824,-0.002518402,-0.004955806
keyword=haunted hotel,-0.004519277,-0.001780611,-0.003503954
keyword=tv studio,-0.004519277,-0.001780611,-0.003503954
keyword=muscular,-0.004519277,-0.001780611,-0.003503954
keyword=sprinkler system,-0.004519277,-0.001780611,-0.003503954
keyword=based on short film,-0.010109217,-0.003983068,-0.007838032
keyword=travel guide,0.041655563,-0.001780611,0.011449065
keyword=year 1818,-0.004519277,-0.001780611,-0.003503954
keyword=army veteran,-0.004519277,-0.001780611,-0.003503954
keyword=promise,0.014052835,-0.003562229,0.007947355
keyword=llama,-0.004519277,-0.001780611,-0.003503954
keyword=totalitarian,-0.004519277,-0.001780611,-0.003503954
keyword=hiv positive,-0.004519277,-0.001780611,-0.003503954
keyword=racial impersonation,-0.004519277,-0.001780611,-0.003503954
keyword=blow job,-0.009041107,-0.003562229,-0.007009888
keyword=death of pet,-0.004519277,-0.001780611,-0.003503954
keyword=throwing a knife,-0.004519277,-0.001780611,-0.003503954
keyword=old love,0.041655563,-0.001780611,0.011449065
keyword=jewish family,-0.004519277,-0.001780611,-0.003503954
keyword=billionaire,-0.011075135,-0.004363644,-0.008586942
keyword=suburb,-0.021239311,-0.008368366,-0.016467586
keyword=female android,-0.004519277,-0.001780611,-0.003503954
keyword=homophobia,0.026261792,-0.002518402,0.047916078
keyword=fortune hunter,0.041655563,-0.001780611,0.056308124
keyword=gay bar,-0.007829091,-0.00308469,-0.00607017
keyword=freeze,-0.004519277,-0.001780611,-0.003503954
keyword=oklahoma city,-0.006391824,-0.002518402,-0.004955806
keyword=group shower,-0.004519277,-0.001780611,-0.003503954
keyword=police officer shot,-0.006391824,-0.002518402,-0.004955806
keyword=countess,-0.010109217,-0.003983068,-0.001148319
keyword=cirque du soleil,-0.004519277,-0.001780611,-0.003503954
keyword=i.d.,-0.004519277,-0.001780611,-0.003503954
keyword=kindred spirit,-0.004519277,-0.001780611,-0.003503954
keyword=truck explosion,-0.004519277,-0.001780611,-0.003503954
keyword=detroit tigers,-0.004519277,-0.001780611,-0.003503954
keyword=injection,-0.004519277,-0.001780611,-0.003503954
keyword=conjoined twins,-0.006391824,-0.002518402,-0.004955806
keyword=alibi,0.026261792,-0.002518402,-0.004955806
keyword=visa,0.041655563,0.105723803,0.041355104
keyword=motorcycle gang,-0.004519277,-0.001780611,-0.003503954
keyword=caregiver,-0.004519277,-0.001780611,0.011449065
keyword=stepmother,-0.004519277,-0.001780611,-0.003503954
keyword=nevada,-0.009041107,-0.003562229,-0.007009888
keyword=composer,0.045503897,0.03954552,0.052487254
keyword=father daughter incest,-0.004519277,-0.001780611,0.011449065
keyword=reference to avenged sevenfold,-0.004519277,-0.001780611,-0.003503954
keyword=fidel castro,-0.004519277,-0.001780611,-0.003503954
keyword=block party,-0.006391824,-0.002518402,-0.004955806
keyword=commander,-0.006391824,-0.002518402,-0.004955806
keyword=leather dress,-0.004519277,-0.001780611,-0.003503954
keyword=actress name in title,-0.004519277,-0.001780611,-0.003503954
keyword=eye transplant,-0.004519277,-0.001780611,-0.003503954
keyword=yacht,-0.007829091,-0.00308469,0.002564586
keyword=appendicitis,-0.004519277,-0.001780611,-0.003503954
keyword=acronym in title,-0.004519277,-0.001780611,-0.003503954
keyword=aron ralston,0.041655563,-0.001780611,-0.003503954
keyword=friends become enemies,-0.004519277,-0.001780611,-0.003503954
keyword=mining,-0.006391824,-0.002518402,-0.004955806
keyword=boy scouts camp,-0.004519277,-0.001780611,-0.003503954
keyword=american actor playing foreigner,-0.004519277,-0.001780611,-0.003503954
keyword=paradise,-0.004519277,-0.001780611,-0.003503954
keyword=beatnik,-0.004519277,-0.001780611,-0.003503954
keyword=brumby,-0.004519277,-0.001780611,-0.003503954
keyword=nude bathing,0.041655563,-0.001780611,0.041355104
keyword=paranormal phenomenon,-0.004519277,-0.001780611,-0.003503954
keyword=idol,-0.004519277,-0.001780611,-0.003503954
keyword=frontier justice,0.041655563,-0.001780611,0.056308124
keyword=bird in a cage,-0.004519277,-0.001780611,-0.003503954
keyword=21st birthday,-0.004519277,-0.001780611,-0.003503954
keyword=bangkok thailand,-0.004519277,-0.001780611,-0.003503954
keyword=protest march,-0.004519277,-0.001780611,-0.003503954
keyword=ranch,0.019881201,-0.005039651,0.011243494
keyword=loss of eyesight,0.041655563,-0.001780611,0.011449065
keyword=oil,0.001835166,-0.005345861,0.004444505
keyword=androgynous,0.041655563,-0.001780611,0.011449065
keyword=black soldier,-0.006391824,-0.002518402,0.026767324
keyword=sumo wrestler,-0.004519277,-0.001780611,-0.003503954
keyword=little red riding hood,-0.004519277,-0.001780611,-0.003503954
keyword=arena,-0.007829091,-0.00308469,-0.00607017
keyword=rockefeller center,-0.004519277,-0.001780611,-0.003503954
keyword=east africa,-0.004519277,-0.001780611,-0.003503954
keyword=batman,-0.006391824,-0.002518402,-0.004955806
keyword=boys' school,0.026261792,-0.002518402,0.005618571
keyword=running away,-0.004519277,-0.001780611,0.011449065
keyword=cabin,-0.011075135,-0.004363644,-0.008586942
keyword=dramedy,0.041655563,-0.001780611,0.026402085
keyword=cigar smoking,0.026261792,-0.002518402,-0.004955806
keyword=stealing,0.026261792,-0.002518402,-0.004955806
keyword=seoul,-0.004519277,-0.001780611,-0.003503954
keyword=tunnel boring machine,-0.004519277,-0.001780611,-0.003503954
keyword=steel worker,0.018834985,-0.00308469,0.011199341
keyword=defecation,-0.007829091,-0.00308469,-0.00607017
keyword=expedition,-0.011963641,-0.004713718,-0.003620927
keyword=failed kidnapping,-0.004519277,-0.001780611,-0.003503954
keyword=chaucer,-0.004519277,-0.001780611,-0.003503954
keyword=invisibility cloak,-0.004519277,-0.001780611,-0.003503954
keyword=lesbian romance,-0.004519277,-0.001780611,-0.003503954
keyword=gay community,0.041655563,-0.001780611,0.041355104
keyword=abandoned by mother,-0.004519277,-0.001780611,-0.003503954
keyword=reference to sid caesar,0.041655563,-0.001780611,0.026402085
keyword=drugs,-0.025870785,-0.01466633,-0.017831411
keyword=car chase,-0.007829091,-0.00308469,-0.00607017
keyword=portugal,-0.004519277,-0.001780611,-0.003503954
keyword=general motors,-0.004519277,-0.001780611,-0.003503954
keyword=hyperspace,-0.004519277,-0.001780611,-0.003503954
keyword=babysitter,-0.004519277,-0.001780611,-0.003503954
keyword=downsizing,0.026261792,-0.002518402,-0.004955806
keyword=basketball movie,-0.006391824,-0.002518402,-0.004955806
keyword=the doors,-0.004519277,-0.001780611,-0.003503954
keyword=sorceress,-0.004519277,-0.001780611,-0.003503954
keyword=mole,0.014052835,0.050205163,0.022904599
keyword=seminar,-0.004519277,-0.001780611,-0.003503954
keyword=1950s,0.036170007,0.036368317,0.033151067
keyword=visiting wife's grave,0.041655563,0.105723803,0.056308124
keyword=gang rape,-0.007829091,-0.00308469,-0.00607017
keyword=alternate reality,-0.009041107,-0.003562229,-0.007009888
keyword=media manipulation,-0.004519277,-0.001780611,-0.003503954
keyword=law enforcement,-0.006391824,-0.002518402,0.005618571
keyword=love,0.064210795,0.05959658,0.083164682
keyword=nihilism,-0.004519277,-0.001780611,-0.003503954
keyword=high school sweethearts,-0.004519277,-0.001780611,-0.003503954
keyword=college girl,-0.006391824,-0.002518402,0.005618571
keyword=monster as victim,-0.004519277,-0.001780611,-0.003503954
keyword=department store ride,-0.004519277,-0.001780611,-0.003503954
keyword=fake commercial,-0.004519277,-0.001780611,-0.003503954
keyword=family secret,-0.006391824,-0.002518402,-0.004955806
keyword=outnumbered,-0.004519277,-0.001780611,-0.003503954
keyword=pitching,-0.004519277,-0.001780611,-0.003503954
keyword=missionary,0.022960987,0.035942099,0.013343787
keyword=cheerleading,-0.006391824,-0.002518402,-0.004955806
keyword=boer war,0.041655563,0.105723803,0.041355104
keyword=maze,-0.007829091,-0.00308469,0.019834097
keyword=family vacation,-0.004519277,-0.001780611,-0.003503954
keyword=close up of eyes,-0.004519277,-0.001780611,-0.003503954
keyword=mars the planet,-0.006391824,-0.002518402,-0.004955806
keyword=paramount pictures,-0.004519277,-0.001780611,-0.003503954
keyword=support group,-0.006391824,-0.002518402,-0.004955806
keyword=brain tumor,0.018834985,-0.00308469,-0.00607017
keyword=missing wife,-0.004519277,-0.001780611,-0.003503954
keyword=ghost town,-0.004519277,-0.001780611,-0.003503954
keyword=dog hit by a car,-0.004519277,-0.001780611,-0.003503954
keyword=animated sequence,-0.004519277,-0.001780611,-0.003503954
keyword=police officer taken hostage,-0.004519277,-0.001780611,-0.003503954
keyword=gulf war veteran,-0.004519277,-0.001780611,-0.003503954
keyword=hezbollah,-0.006391824,-0.002518402,0.005618571
keyword=call girl,0.018834985,-0.00308469,0.011199341
keyword=teenage superhero,-0.004519277,-0.001780611,-0.003503954
keyword=ragtime,0.041655563,-0.001780611,0.011449065
keyword=righteous rage,-0.004519277,-0.001780611,-0.003503954
keyword=talk radio,-0.004519277,-0.001780611,-0.003503954
keyword=promiscuity,-0.004519277,-0.001780611,-0.003503954
keyword=killing an animal,-0.010109217,-0.003983068,-0.001148319
keyword=secret society,-0.009041107,-0.003562229,-0.007009888
keyword=uprising,-0.006391824,-0.002518402,-0.004955806
keyword=computer virus,-0.004519277,-0.001780611,-0.003503954
keyword=joy,-0.004519277,-0.001780611,0.011449065
keyword=interpol,-0.007829091,-0.00308469,-0.00607017
keyword=job,-0.011963641,-0.004713718,-0.009275832
keyword=telephone,-0.010109217,-0.003983068,-0.007838032
keyword=old west,0.026261792,-0.002518402,0.016192947
keyword=zoloft,-0.004519277,-0.001780611,-0.003503954
keyword=unnecessary guilt,-0.004519277,-0.001780611,0.026402085
keyword=military school,-0.004519277,-0.001780611,-0.003503954
keyword=swimming pool,-0.012790875,-0.005039651,-0.009917216
keyword=autistic child,-0.006391824,-0.002518402,-0.004955806
keyword=masked killer,-0.007829091,-0.00308469,-0.00607017
keyword=ferris wheel,-0.006391824,-0.002518402,-0.004955806
keyword=consensual sex,-0.004519277,-0.001780611,-0.003503954
keyword=african,-0.004519277,-0.001780611,-0.003503954
keyword=product placement,-0.009041107,-0.003562229,-0.007009888
keyword=lesbian cunnilingus,-0.004519277,-0.001780611,-0.003503954
keyword=engineer,-0.009041107,-0.003562229,0.000468733
keyword=prequel to cult favorite,-0.004519277,-0.001780611,-0.003503954
keyword=scholarship,-0.006391824,-0.002518402,-0.004955806
keyword=worker,-0.007829091,-0.00308469,-0.00607017
keyword=narcotics anonymous,-0.004519277,-0.001780611,-0.003503954
keyword=flower,-0.007829091,-0.00308469,-0.00607017
keyword=couple,0.018834985,0.0589947,0.037103608
keyword=soil,-0.004519277,-0.001780611,-0.003503954
keyword=la llorona,-0.004519277,-0.001780611,-0.003503954
keyword=perversion,-0.004519277,-0.001780611,-0.003503954
keyword=girl gang,-0.004519277,-0.001780611,-0.003503954
keyword=cotton,0.018834985,-0.00308469,0.011199341
keyword=16 year old,-0.004519277,-0.001780611,-0.003503954
keyword=respect,-0.004519277,-0.001780611,-0.003503954
keyword=virginity,0.001835166,-0.005345861,-0.010519787
keyword=swing,-0.006391824,-0.002518402,-0.004955806
keyword=school teacher,-0.006391824,-0.002518402,-0.004955806
keyword=boxing trainer,0.041655563,0.105723803,0.056308124
keyword=miracles,-0.004519277,-0.001780611,-0.003503954
keyword=austrian,-0.006391824,-0.002518402,-0.004955806
keyword=zoologist,-0.004519277,-0.001780611,-0.003503954
keyword=michelin guide,-0.004519277,-0.001780611,-0.003503954
keyword=aura,-0.004519277,-0.001780611,-0.003503954
keyword=happiness,-0.006391824,-0.002518402,-0.004955806
keyword=2nd century,-0.004519277,-0.001780611,-0.003503954
keyword=businesswoman,-0.004519277,-0.001780611,-0.003503954
keyword=peeping tom,-0.004519277,-0.001780611,-0.003503954
keyword=pharaoh,0.007784542,-0.004363644,-0.002479523
keyword=political satire,-0.006391824,-0.002518402,-0.004955806
keyword=continental congress,-0.004519277,-0.001780611,-0.003503954
keyword=ussr,-0.004519277,-0.001780611,-0.003503954
keyword=motorboat,-0.006391824,-0.002518402,-0.004955806
keyword=flowers,0.041655563,-0.001780611,0.011449065
keyword=financial disaster,-0.004519277,-0.001780611,-0.003503954
keyword=crystal ball,-0.004519277,-0.001780611,-0.003503954
keyword=based on web series,-0.004519277,-0.001780611,-0.003503954
